postcode,suburb,latitude,longitude
3249,Barongarook,-38.24,143.48
3249,Barongarook West,-38.24,143.48
3249,Barramunga,-38.24,143.48
3249,Coragulac,-38.24,143.48
3249,Corunnun,-38.24,143.48
3249,Dreeite,-38.24,143.48
3249,Dreeite South,-38.24,143.48
3249,Gerangamete,-38.24,143.48
3249,Irrewarra,-38.24,143.48
3249,Irrewillipe,-38.24,143.48
3249,Irrewillipe East,-38.24,143.48
3249,Kawarren,-38.24,143.48
3249,Larpent,-38.24,143.48
3249,Nalangil,-38.24,143.48
3249,Ondit,-38.24,143.48
3249,Pirron Yallock,-38.24,143.48
3249,Pomborneit East,-38.24,143.48
3249,Swan Marsh,-38.24,143.48
3249,Tanybryn,-38.24,143.48
3249,Warrion,-38.24,143.48
3249,Wool Wool,-38.24,143.48
3249,Yeo,-38.24,143.48
3249,Yeodene,-38.24,143.48
3250,Colac,-38.34,143.58
3250,Colac East,-38.34,143.58
3250,Colac West,-38.34,143.58
3250,Elliminyt,-38.34,143.58
3251,Beeac,-38.19,143.64
3251,Cundare,-38.19,143.64
3251,Cundare North,-38.19,143.64
3251,Eurack,-38.19,143.64
3251,Weering,-38.19,143.64
3254,Cororooke,-38.3,143.52
3260,Bookaar,-38.13,143.1
3260,Bostocks Creek,-38.13,143.1
3260,Bungador,-38.13,143.1
3260,Camperdown,-38.13,143.1
3260,Carpendeit,-38.13,143.1
3260,Chocolyn,-38.13,143.1
3260,Gnotuk,-38.13,143.1
3260,Kariah,-38.13,143.1
3260,Koallah,-38.13,143.1
3260,Leslie Manor,-38.13,143.1
3260,Pomborneit,-38.13,143.1
3260,Pomborneit North,-38.13,143.1
3260,Skibo,-38.13,143.1
3260,South Purrumbete,-38.13,143.1
3260,Stonyford,-38.13,143.1
3260,Tandarook,-38.13,143.1
3260,Tesbury,-38.13,143.1
3260,Weerite,-38.13,143.1
3264,Terang,-38.24,142.91
3265,Boorcan,-38.21,143.01
3265,Cudgee,-38.21,143.01
3265,Dixie,-38.21,143.01
3265,Ecklin South,-38.21,143.01
3265,Ellerslie,-38.21,143.01
3265,Framlingham,-38.21,143.01
3265,Framlingham East,-38.21,143.01
3265,Garvoc,-38.21,143.01
3265,Glenormiston North,-38.21,143.01
3265,Glenormiston South,-38.21,143.01
3265,Kolora,-38.21,143.01
3265,Laang,-38.21,143.01
3265,Noorat,-38.21,143.01
3265,Noorat East,-38.21,143.01
3265,Panmure,-38.21,143.01
3265,Taroon,-38.21,143.01
3265,The Sisters,-38.21,143.01
3266,Bullaharre,-38.34,143.14
3266,Cobden,-38.34,143.14
3266,Cobrico,-38.34,143.14
3266,Elingamite,-38.34,143.14
3266,Elingamite North,-38.34,143.14
3266,Glenfyne,-38.34,143.14
3266,Jancourt,-38.34,143.14
3266,Jancourt East,-38.34,143.14
3266,Naroghid,-38.34,143.14
3266,Simpson,-38.34,143.14
3267,Scotts Creek,-38.45,143.11
3268,Ayrford,-38.42,142.86
3268,Brucknell,-38.42,142.86
3268,Cooriemungle,-38.42,142.86
3268,Cowleys Creek,-38.42,142.86
3268,Curdies River,-38.42,142.86
3268,Curdievale,-38.42,142.86
3268,Heytesbury Lower,-38.42,142.86
3268,Newfield,-38.42,142.86
3268,Nirranda,-38.42,142.86
3268,Nirranda East,-38.42,142.86
3268,Nirranda South,-38.42,142.86
3268,Nullawarre,-38.42,142.86
3268,Nullawarre North,-38.42,142.86
3268,Paaratte,-38.42,142.86
3268,The Cove,-38.42,142.86
3268,Timboon,-38.42,142.86
3268,Timboon West,-38.42,142.86
3269,Port Campbell,-38.62,143.0
3269,Princetown,-38.62,143.0
3269,Waarre,-38.62,143.0
3270,Peterborough,-38.58,142.86
3271,Darlington,-38.0,143.05
3271,Dundonnell,-38.0,143.05
3271,Pura Pura,-38.0,143.05
3272,Mortlake,-38.08,142.81
3272,Woorndoo,-38.08,142.81
3273,Hexham,-38.06,142.61
3274,Caramut,-37.91,142.52
3275,Mailors Flat,-38.3,142.46
3276,Minjah,-38.04,142.44
3276,Woolsthorpe,-38.04,142.44
3277,Allansford,-38.39,142.59
3277,Mepunga,-38.39,142.59
3277,Mepunga East,-38.39,142.59
3277,Mepunga West,-38.39,142.59
3277,Naringal,-38.39,142.59
3277,Naringal East,-38.39,142.59
3278,Purnim,-38.28,142.62
3278,Purnim West,-38.28,142.62
3279,Ballangeich,-38.21,142.66
3279,Wangoom,-38.21,142.66
3280,Dennington,-38.36,142.44
3280,Warrnambool,-38.36,142.44
3280,Warrnambool East,-38.36,142.44
3280,Warrnambool West,-38.36,142.44
3281,Bushfield,-38.33,142.51
3281,Grassmere,-38.33,142.51
3281,Winslow,-38.33,142.51
3281,Woodford,-38.33,142.51
3282,Illowa,-38.33,142.41
3282,Koroit,-38.33,142.41
3283,Crossley,-38.31,142.33
3283,Killarney,-38.31,142.33
3283,Kirkstall,-38.31,142.33
3283,Southern Cross,-38.31,142.33
3283,Tarrone,-38.31,142.33
3283,Tower Hill,-38.31,142.33
3283,Warrong,-38.31,142.33
3283,Willatook,-38.31,142.33
3283,Yangery,-38.31,142.33
3283,Yarpturk,-38.31,142.33
3284,Orford,-38.21,142.15
3284,Port Fairy,-38.21,142.15
3285,Codrington,-38.27,141.97
3285,Narrawong,-38.27,141.97
3285,Rosebrook,-38.27,141.97
3285,St Helens,-38.27,141.97
3285,Toolong,-38.27,141.97
3285,Tyrendarra,-38.27,141.97
3285,Tyrendarra East,-38.27,141.97
3285,Yambuk,-38.27,141.97
3286,Condah Swamp,-37.97,141.83
3286,Knebsworth,-37.97,141.83
3286,Macarthur,-37.97,141.83
3286,Warrabkook,-37.97,141.83
3287,Hawkesdale,-38.11,142.32
3287,Minhamite,-38.11,142.32
3289,Gazette,-37.9,142.17
3289,Gerrigerrup,-37.9,142.17
3289,Penshurst,-37.9,142.17
3289,Purdeet,-37.9,142.17
3289,Tabor,-37.9,142.17
3292,Nelson,-38.05,141.01
3293,Glenthompson,-37.64,142.55
3293,Nareeb,-37.64,142.55
3293,Narrapumelap South,-37.64,142.55
3294,Dunkeld,-37.65,142.34
3294,Karabeal,-37.65,142.34
3294,Mirranatwa,-37.65,142.34
3294,Moutajup,-37.65,142.34
3294,Victoria Point,-37.65,142.34
3294,Victoria Valley,-37.65,142.34
3294,Woodhouse,-37.65,142.34
3300,Byaduk North,-37.88,141.96
3300,Hamilton,-37.88,141.96
3301,Bochara,-37.7,141.93
3301,Broadwater,-37.7,141.93
3301,Buckley Swamp,-37.7,141.93
3301,Byaduk,-37.7,141.93
3301,Croxton East,-37.7,141.93
3301,Hensley Park,-37.7,141.93
3301,Morgiana,-37.7,141.93
3301,Mount Napier,-37.7,141.93
3301,Strathkellar,-37.7,141.93
3301,Tahara,-37.7,141.93
3301,Tarrington,-37.7,141.93
3301,Wannon,-37.7,141.93
3301,Warrayure,-37.7,141.93
3301,Yatchaw,-37.7,141.93
3301,Yulecart,-37.7,141.93
3302,Branxholme,-37.86,141.79
3302,Grassdale,-37.86,141.79
3303,Breakaway Creek,-38.03,141.81
3303,Condah,-38.03,141.81
3303,Hotspur,-38.03,141.81
3303,Lake Condah,-38.03,141.81
3303,Wallacedale,-38.03,141.81
3304,Bessiebelle,-38.15,141.97
3304,Dartmoor,-38.15,141.97
3304,Drik Drik,-38.15,141.97
3304,Drumborg,-38.15,141.97
3304,Greenwald,-38.15,141.97
3304,Heywood,-38.15,141.97
3304,Homerton,-38.15,141.97
3304,Lyons,-38.15,141.97
3304,Milltown,-38.15,141.97
3304,Mumbannar,-38.15,141.97
3304,Myamyn,-38.15,141.97
3304,Winnap,-38.15,141.97
3305,Allestree,-38.27,141.65
3305,Bolwarra,-38.27,141.65
3305,Cape Bridgewater,-38.27,141.65
3305,Cashmore,-38.27,141.65
3305,Dutton Way,-38.27,141.65
3305,Gorae,-38.27,141.65
3305,Gorae West,-38.27,141.65
3305,Heathmere,-38.27,141.65
3305,Mount Richmond,-38.27,141.65
3305,Portland,-38.27,141.65
3305,Portland North,-38.27,141.65
3305,Portland West,-38.27,141.65
3309,Digby,-37.79,141.5
3310,Merino,-37.72,141.55
3310,Tahara West,-37.72,141.55
3311,Casterton,-37.58,141.41
3311,Corndale,-37.58,141.41
3312,Bahgallah,-37.64,141.37
3312,Brimboal,-37.64,141.37
3312,Carapook,-37.64,141.37
3312,Chetwynd,-37.64,141.37
3312,Dergholm,-37.64,141.37
3312,Dorodong,-37.64,141.37
3312,Dunrobin,-37.64,141.37
3312,Henty,-37.64,141.37
3312,Killara,-37.64,141.37
3312,Lake Mundi,-37.64,141.37
3312,Lindsay,-37.64,141.37
3312,Nangeela,-37.64,141.37
3312,Poolaijelo,-37.64,141.37
3312,Powers Creek,-37.64,141.37
3312,Sandford,-37.64,141.37
3312,Strathdownie,-37.64,141.37
3312,Wando Bridge,-37.64,141.37
3312,Wando Vale,-37.64,141.37
3312,Warrock,-37.64,141.37
3314,Bulart,-37.59,141.94
3314,Cavendish,-37.59,141.94
3314,Glenisla,-37.59,141.94
3314,Grampians,-37.59,141.94
3314,Mooralla,-37.59,141.94
3315,Brit Brit,-37.44,141.76
3315,Clover Flat,-37.44,141.76
3315,Coleraine,-37.44,141.76
3315,Coojar,-37.44,141.76
3315,Culla,-37.44,141.76
3315,Gringegalgona,-37.44,141.76
3315,Gritjurk,-37.44,141.76
3315,Hilgay,-37.44,141.76
3315,Konongwootong,-37.44,141.76
3315,Melville Forest,-37.44,141.76
3315,Muntham,-37.44,141.76
3315,Nareen,-37.44,141.76
3315,Paschendale,-37.44,141.76
3315,Tahara Bridge,-37.44,141.76
3315,Tarrayoukyan,-37.44,141.76
3315,Tarrenlea,-37.44,141.76
3315,Wootong Vale,-37.44,141.76
3317,Harrow,-37.12,141.6
3318,Charam,-36.99,141.51
3318,Connewirricoo,-36.99,141.51
3318,Edenhope,-36.99,141.51
3318,Kadnook,-36.99,141.51
3318,Langkoop,-36.99,141.51
3318,Patyah,-36.99,141.51
3318,Ullswater,-36.99,141.51
3319,Apsley,-36.97,141.08
3319,Benayeo,-36.97,141.08
3319,Bringalbert,-36.97,141.08
3321,Hesse,-38.11,143.86
3321,Inverleigh,-38.11,143.86
3321,Wingeel,-38.11,143.86
3322,Cressy,-38.03,143.64
3323,Berrybank,-37.99,143.49
3323,Duverney,-37.99,143.49
3323,Foxhow,-37.99,143.49
3324,Lismore,-37.95,143.34
3324,Mingay,-37.95,143.34
3324,Mount Bute,-37.95,143.34
3325,Derrinallum,-37.95,143.22
3325,Larralea,-37.95,143.22
3325,Vite Vite,-37.95,143.22
3325,Vite Vite North,-37.95,143.22
3328,Teesdale,-38.04,144.05
3329,Barunah Park,-38.02,143.86
3329,Barunah Plains,-38.02,143.86
3329,Shelford,-38.02,143.86
3330,Rokewood,-37.84,143.68
3331,Bannockburn,-38.05,144.17
3331,Gheringhap,-38.05,144.17
3331,Maude,-38.05,144.17
3331,Russells Bridge,-38.05,144.17
3331,She Oaks,-38.05,144.17
3331,Steiglitz,-38.05,144.17
3331,Sutherlands Creek,-38.05,144.17
3332,Lethbridge,-37.96,144.14
3333,Bamganie,-37.92,144.03
3333,Meredith,-37.92,144.03
3334,Bungal,-37.71,144.09
3334,Cargerie,-37.71,144.09
3334,Elaine,-37.71,144.09
3334,Morrisons,-37.71,144.09
3334,Mount Doran,-37.71,144.09
3335,Plumpton,-37.69,144.69
3335,Rockbank,-37.69,144.69
3337,Kurunjang,-37.68,144.59
3337,Melton,-37.68,144.59
3337,Melton West,-37.68,144.59
3337,Toolern Vale,-37.68,144.59
3338,Brookfield,-37.7,144.54
3338,Exford,-37.7,144.54
3338,Eynesbury,-37.7,144.54
3338,Melton South,-37.7,144.54
3340,Bacchus Marsh,-37.68,144.44
3340,Balliang,-37.68,144.44
3340,Balliang East,-37.68,144.44
3340,Coimadai,-37.68,144.44
3340,Darley,-37.68,144.44
3340,Glenmore,-37.68,144.44
3340,Hopetoun Park,-37.68,144.44
3340,Long Forest,-37.68,144.44
3340,Maddingley,-37.68,144.44
3340,Merrimu,-37.68,144.44
3340,Parwan,-37.68,144.44
3340,Rowsley,-37.68,144.44
3341,Dales Creek,-37.52,144.31
3341,Greendale,-37.52,144.31
3341,Korobeit,-37.52,144.31
3341,Myrniong,-37.52,144.31
3341,Pentland Hills,-37.52,144.31
3342,Ballan,-37.6,144.23
3342,Beremboke,-37.6,144.23
3342,Blakeville,-37.6,144.23
3342,Bunding,-37.6,144.23
3342,Colbrook,-37.6,144.23
3342,Durdidwarrah,-37.6,144.23
3342,Fiskville,-37.6,144.23
3342,Ingliston,-37.6,144.23
3342,Mount Wallace,-37.6,144.23
3345,Gordon,-37.59,144.1
3350,Alfredton,-37.56,143.82
3350,Bakery Hill,-37.56,143.82
3350,Ballarat,-37.56,143.82
3350,Ballarat Central,-37.56,143.82
3350,Ballarat East,-37.56,143.82
3350,Ballarat North,-37.56,143.82
3350,Ballarat West,-37.56,143.82
3350,Black Hill,-37.56,143.82
3350,Brown Hill,-37.56,143.82
3350,Canadian,-37.56,143.82
3350,Eureka,-37.56,143.82
3350,Golden Point,-37.56,143.82
3350,Invermay Park,-37.56,143.82
3350,Lake Wendouree,-37.56,143.82
3350,Mount Clear,-37.56,143.82
3350,Mount Helen,-37.56,143.82
3350,Mount Pleasant,-37.56,143.82
3350,Nerrina,-37.56,143.82
3350,Newington,-37.56,143.82
3350,Redan,-37.56,143.82
3350,Soldiers Hill,-37.56,143.82
3351,Berringa,-37.77,143.68
3351,Bo Peep,-37.77,143.68
3351,Cape Clear,-37.77,143.68
3351,Carngham,-37.77,143.68
3351,Chepstowe,-37.77,143.68
3351,Haddon,-37.77,143.68
3351,Hillcrest,-37.77,143.68
3351,Illabarook,-37.77,143.68
3351,Lake Bolac,-37.77,143.68
3351,Mininera,-37.77,143.68
3351,Mount Emu,-37.77,143.68
3351,Nerrin Nerrin,-37.77,143.68
3351,Newtown,-37.77,143.68
3351,Nintingbool,-37.77,143.68
3351,Piggoreet,-37.77,143.68
3351,Pitfield,-37.77,143.68
3351,Rokewood Junction,-37.77,143.68
3351,Ross Creek,-37.77,143.68
3351,Scarsdale,-37.77,143.68
3351,Smythes Creek,-37.77,143.68
3351,Smythesdale,-37.77,143.68
3351,Snake Valley,-37.77,143.68
3351,Springdallah,-37.77,143.68
3351,Staffordshire Reef,-37.77,143.68
3351,Streatham,-37.77,143.68
3351,Wallinduc,-37.77,143.68
3351,Westmere,-37.77,143.68
3352,Addington,-37.38,143.67
3352,Ballarat Roadside Delivery,-37.38,143.67
3352,Blowhard,-37.38,143.67
3352,Bolwarrah,-37.38,143.67
3352,Bonshaw,-37.38,143.67
3352,Brewster,-37.38,143.67
3352,Bullarook,-37.38,143.67
3352,Bungaree,-37.38,143.67
3352,Bunkers Hill,-37.38,143.67
3352,Burrumbeet,-37.38,143.67
3352,Cambrian Hill,-37.38,143.67
3352,Cardigan,-37.38,143.67
3352,Cardigan Village,-37.38,143.67
3352,Chapel Flat,-37.38,143.67
3352,Clarendon,-37.38,143.67
3352,Claretown,-37.38,143.67
3352,Clarkes Hill,-37.38,143.67
3352,Corindhap,-37.38,143.67
3352,Dereel,-37.38,143.67
3352,Dunnstown,-37.38,143.67
3352,Durham Lead,-37.38,143.67
3352,Enfield,-37.38,143.67
3352,Ercildoune,-37.38,143.67
3352,Garibaldi,-37.38,143.67
3352,Glen Park,-37.38,143.67
3352,Glenbrae,-37.38,143.67
3352,Gong Gong,-37.38,143.67
3352,Grenville,-37.38,143.67
3352,Invermay,-37.38,143.67
3352,Lal Lal,-37.38,143.67
3352,Lamplough,-37.38,143.67
3352,Langi Kal Kal,-37.38,143.67
3352,Learmonth,-37.38,143.67
3352,Leigh Creek,-37.38,143.67
3352,Lexton,-37.38,143.67
3352,Magpie,-37.38,143.67
3352,Millbrook,-37.38,143.67
3352,Miners Rest,-37.38,143.67
3352,Mitchell Park,-37.38,143.67
3352,Mollongghip,-37.38,143.67
3352,Mount Bolton,-37.38,143.67
3352,Mount Egerton,-37.38,143.67
3352,Mount Mercer,-37.38,143.67
3352,Mount Rowan,-37.38,143.67
3352,Napoleons,-37.38,143.67
3352,Navigators,-37.38,143.67
3352,Pootilla,-37.38,143.67
3352,Scotchmans Lead,-37.38,143.67
3352,Scotsburn,-37.38,143.67
3352,Springbank,-37.38,143.67
3352,Sulky,-37.38,143.67
3352,Wallace,-37.38,143.67
3352,Warrenheip,-37.38,143.67
3352,Wattle Flat,-37.38,143.67
3352,Waubra,-37.38,143.67
3352,Weatherboard,-37.38,143.67
3352,Werneth,-37.38,143.67
3352,Windermere,-37.38,143.67
3352,Yendon,-37.38,143.67
3353,Ballarat,-37.78,144.84
3354,Bakery Hill,-37.56,143.87
3354,Ballarat MC,-37.56,143.87
3355,Lake Gardens,-37.55,143.82
3355,Mitchell Park,-37.55,143.82
3355,Wendouree,-37.55,143.82
3355,Wendouree Village,-37.55,143.82
3356,Delacombe,-37.59,143.83
3356,Sebastopol,-37.59,143.83
3357,Buninyong,-37.65,143.92
3357,Scotsmans Lead,-37.65,143.92
3360,Happy Valley,-37.69,143.56
3360,Linton,-37.69,143.56
3360,Mannibadar,-37.69,143.56
3360,Pittong,-37.69,143.56
3360,Willowvale,-37.69,143.56
3361,Bradvale,-37.78,143.41
3361,Carranballac,-37.78,143.41
3361,Skipton,-37.78,143.41
3363,Creswick,-37.42,143.89
3363,Creswick North,-37.42,143.89
3363,Dean,-37.42,143.89
3363,Glendaruel,-37.42,143.89
3363,Langdons Hill,-37.42,143.89
3363,Mount Beckworth,-37.42,143.89
3363,Tourello,-37.42,143.89
3364,Allendale,-37.37,143.94
3364,Ascot,-37.37,143.94
3364,Bald Hills,-37.37,143.94
3364,Barkstead,-37.37,143.94
3364,Blampied,-37.37,143.94
3364,Broomfield,-37.37,143.94
3364,Cabbage Tree,-37.37,143.94
3364,Campbelltown,-37.37,143.94
3364,Coghills Creek,-37.37,143.94
3364,Glendonald,-37.37,143.94
3364,Kingston,-37.37,143.94
3364,Kooroocheang,-37.37,143.94
3364,Lawrence,-37.37,143.94
3364,Mount Prospect,-37.37,143.94
3364,Newlyn,-37.37,143.94
3364,Newlyn North,-37.37,143.94
3364,Rocklyn,-37.37,143.94
3364,Smeaton,-37.37,143.94
3364,Smokeytown,-37.37,143.94
3364,Springmount,-37.37,143.94
3364,Strathlea,-37.37,143.94
3364,Werona,-37.37,143.94
3370,Clunes,-37.29,143.79
3370,Glengower,-37.29,143.79
3370,Mount Cameron,-37.29,143.79
3370,Ullina,-37.29,143.79
3371,Amherst,-37.15,143.67
3371,Burnbank,-37.15,143.67
3371,Caralulup,-37.15,143.67
3371,Dunach,-37.15,143.67
3371,Evansford,-37.15,143.67
3371,Lillicur,-37.15,143.67
3371,Mount Glasgow,-37.15,143.67
3371,Red Lion,-37.15,143.67
3371,Stony Creek,-37.15,143.67
3371,Talbot,-37.15,143.67
3373,Beaufort,-37.43,143.38
3373,Chute,-37.43,143.38
3373,Cross Roads,-37.43,143.38
3373,Lake Goldsmith,-37.43,143.38
3373,Lake Wongan,-37.43,143.38
3373,Main Lead,-37.43,143.38
3373,Mena Park,-37.43,143.38
3373,Nerring,-37.43,143.38
3373,Raglan,-37.43,143.38
3373,Stockyard Hill,-37.43,143.38
3373,Stoneleigh,-37.43,143.38
3373,Trawalla,-37.43,143.38
3373,Waterloo,-37.43,143.38
3374,Great Western,0.0,0.0
3375,Ballyrogan,-37.43,143.13
3375,Bayindeen,-37.43,143.13
3375,Buangor,-37.43,143.13
3375,Middle Creek,-37.43,143.13
3377,Ararat,-37.28,142.93
3377,Armstrong,-37.28,142.93
3377,Bulgana,-37.28,142.93
3377,Cathcart,-37.28,142.93
3377,Crowlands,-37.28,142.93
3377,Denicull Creek,-37.28,142.93
3377,Dobie,-37.28,142.93
3377,Dunneworthy,-37.28,142.93
3377,Eversley,-37.28,142.93
3377,Langi Logan,-37.28,142.93
3377,Maroona,-37.28,142.93
3377,Mount Cole,-37.28,142.93
3377,Mount Cole Creek,-37.28,142.93
3377,Moyston,-37.28,142.93
3377,Norval,-37.28,142.93
3377,Rhymney,-37.28,142.93
3377,Rocky Point,-37.28,142.93
3377,Rossbridge,-37.28,142.93
3377,Shays Flat,-37.28,142.93
3377,Warrak,-37.28,142.93
3378,Tatyoon,-37.53,142.94
3378,Yalla-Y-Poora,-37.53,142.94
3379,Bornes Hill,-37.53,142.52
3379,Chatsworth,-37.53,142.52
3379,Mafeking,-37.53,142.52
3379,Stavely,-37.53,142.52
3379,Wickliffe,-37.53,142.52
3379,Willaura,-37.53,142.52
3379,Willaura North,-37.53,142.52
3380,Stawell,-37.16,142.7
3380,Stawell West,-37.16,142.7
3381,Bellellen,-36.94,143.21
3381,Bellfield,-36.94,143.21
3381,Black Range,-36.94,143.21
3381,Fyans Creek,-36.94,143.21
3381,Halls Gap,-36.94,143.21
3381,Illawarra,-36.94,143.21
3381,Lake Fyans,-36.94,143.21
3381,Lake Lonsdale,-36.94,143.21
3381,Mokepilly,-36.94,143.21
3381,Mount Dryden,-36.94,143.21
3381,Pomonal,-36.94,143.21
3384,Barkly,-36.98,143.2
3384,Concongella,-36.98,143.2
3384,Frenchmans,-36.98,143.2
3384,Joel Joel,-36.98,143.2
3384,Joel South,-36.98,143.2
3384,Landsborough,-36.98,143.2
3384,Landsborough West,-36.98,143.2
3384,Navarre,-36.98,143.2
3384,Tulkara,-36.98,143.2
3384,Wattle Creek,-36.98,143.2
3385,Dadswells Bridge,-36.92,142.51
3385,Deep Lead,-36.92,142.51
3385,Glenorchy,-36.92,142.51
3385,Ledcourt,-36.92,142.51
3385,Lubeck,-36.92,142.51
3385,Riachella,-36.92,142.51
3385,Roses Gap,-36.92,142.51
3385,Wal Wal,-36.92,142.51
3387,Bolangum,-36.67,142.87
3387,Callawadda,-36.67,142.87
3387,Campbells Bridge,-36.67,142.87
3387,Germania,-36.67,142.87
3387,Greens Creek,-36.67,142.87
3387,Kanya,-36.67,142.87
3387,Marnoo,-36.67,142.87
3387,Marnoo West,-36.67,142.87
3387,Morrl Morrl,-36.67,142.87
3387,Wallaloo,-36.67,142.87
3387,Wallaloo East,-36.67,142.87
3388,Banyena,-36.57,142.82
3388,Rupanyup,-36.57,142.82
3390,Kewell,-36.45,142.42
3390,Murtoa,-36.45,142.42
3391,Brim,-36.07,142.52
3392,Boolite,-36.46,142.59
3392,Minyip,-36.46,142.59
3392,Sheep Hills,-36.46,142.59
3393,Aubrey,-36.33,142.36
3393,Bangerang,-36.33,142.36
3393,Cannum,-36.33,142.36
3393,Crymelon,-36.33,142.36
3393,Kellalac,-36.33,142.36
3393,Lah,-36.33,142.36
3393,Warracknabeal,-36.33,142.36
3393,Wilkur,-36.33,142.36
3393,Willenabrina,-36.33,142.36
3395,Beulah,-35.94,142.42
3395,Kenmare,-35.94,142.42
3395,Reedy Dam,-35.94,142.42
3395,Rosebery,-35.94,142.42
3396,Hopetoun,-35.73,142.36
3400,Horsham,-36.71,142.2
3400,Horsham West,-36.71,142.2
3401,Blackheath,-36.46,142.31
3401,Brimpaen,-36.46,142.31
3401,Bungalally,-36.46,142.31
3401,Cherrypool,-36.46,142.31
3401,Dooen,-36.46,142.31
3401,Drung,-36.46,142.31
3401,Gymbowen,-36.46,142.31
3401,Haven,-36.46,142.31
3401,Jung,-36.46,142.31
3401,Kalkee,-36.46,142.31
3401,Kanagulk,-36.46,142.31
3401,Karnak,-36.46,142.31
3401,Laharum,-36.46,142.31
3401,Longerenong,-36.46,142.31
3401,Lower Norton,-36.46,142.31
3401,Mckenzie Creek,-36.46,142.31
3401,Mockinya,-36.46,142.31
3401,Murra Warra,-36.46,142.31
3401,Nurcoung,-36.46,142.31
3401,Nurrabiel,-36.46,142.31
3401,Pimpinio,-36.46,142.31
3401,Quantong,-36.46,142.31
3401,Riverside,-36.46,142.31
3401,Rocklands,-36.46,142.31
